20m, 60m, 120m
0.06821829856,	0.06153023007,	0.05591225254
0,	0,	0.0002675227394
0.3434991974,	0.3175494917,	0.2921348315
0.2913322632,	0.2830390583,	0.2581594436
0.3397538791,	0.3322632424,	0.2982878545
