Val, Bar, Mad
0.9435,	0.9788193202,	0.9711210762
0.9363,	0.9807513417,	0.9808071749
0.8954,	0.9711627907,	0.9707623318
0.9578,	0.9759570662,	0.9886995516
0.9672,	0.976529517,	0.9895964126
0.8541,	0.9785330948,	0.9282511211
