Valencia, Barcelona, Madrid
0.9044,	0.9398211091,	0.9295067265
0.8877,	0.9491949911,	0.9522869955
0.8294,	0.9284436494,	0.9479820628
0.7802,	0.9444007156,	0.9291479821
0.9174,	0.9476923077,	0.9619730942
0.771,	0.9413237925,	0.8356950673
