Valencia, Barcelona, Madrid
0.01793721973,	0.07210762332,	1
0.008968609865,	0.03461883408,	1
0.006278026906,	0.02852017937,	1
0.01255605381,  0.09130044843,	1
0.01614349776,	0.03928251121,	1
0,	0.00269058296,	0.9996412556
