Valencia, Barcelona, Madrid
0.3034,	0.1466905188,	0.07174887892
0.2035,	0.05960644007,	0.03497757848
0.2128,	0.0515921288,	0.02816143498
0.3043,	0.06368515206,	0.09165919283
0.0963,	0.1677996422,	0.03874439462
0.0835,	0.1484078712,	0.00269058296
