20m, 60m, 120m
0.0478,	0.3011,	0.9044
0.0199,	0.2032,	0.8877
0.0616,	0.2048,	0.8294
0.0620,	0.3014,	0.7802
0.0173,	0.0899,	0.9174
0.0061,	0.0799,	0.7710
