20m, 60m, 120m
0.04450805009,	0.1442576029,	0.9788193202
0.02733452594,	0.05953488372,	0.9807513417
0.02518783542,	0.05180679785,	0.9711627907
0.007871198569,	0.0630411449,	0.9759570662
0.0291234347,	0.166940966,	0.976529517
0.04307692308,	0.1474776386,	0.9785330948
