20m, 60m, 120m
0.02006420546,	0.01926163724,	0.01990317375
0,	0,	0
0.36035313,	0.3600856073,	0.3628294782
0.3092562868,	0.3076511503,	0.3111888112
0.3512573569,	0.3483146067,	0.3528778913
